resource,bytes,organisations,endpoints,start-date,end-date
6a8980185fe03900a36b7e821ff3f8e8abfb3a04532e35434061abd14bfdda72,141154,local-authority-eng:BKM,9b19cf37d8d634bf14819ec642cc8c9db0ffe2633dca57a990da1e4e7c7854d6,2021-01-06,2021-01-06
